sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1264935,9.0,4.0,0.0,4.0,12.0,16.0,6.0,11.0,19.0,25.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
1718054,79.0,8.0,10.0,80.0,192.0,306.0,26.0,77.0,184.0,254.0,37.0,No,0.0,1.0,0.88,0.0,No,No,No,Yes,No,No
2980403,199.0,2.0,62.0,450.0,800.0,1150.0,150.0,387.0,703.0,974.0,112.0,No,0.0,0.64,0.5,1.0,No,No,No,Yes,No,No
1924927,86.0,,7.0,0.0,0.0,0.0,20.0,60.0,123.0,201.0,33.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
1675639,126.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
3028482,37.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,15.0,1.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
2064403,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2109652,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.48,0.36,0.0,No,No,No,Yes,No,No
1626874,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.64,0.0,No,No,No,Yes,No,No
1654247,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.91,0.77,0.0,No,No,No,Yes,No,No
2954463,65.0,4.0,6.0,48.0,120.0,192.0,25.0,80.0,152.0,212.0,18.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,No
2959350,2.0,12.0,0.0,3.0,4.0,6.0,0.0,2.0,4.0,5.0,0.0,No,0.0,0.69,0.72,0.0,No,No,No,Yes,No,No
1658945,2.0,12.0,5.0,10.0,15.0,25.0,2.0,6.0,17.0,22.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1589013,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.95,0.97,0.0,No,No,No,Yes,No,No
1956326,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1614286,1.0,2.0,1.0,2.0,5.0,7.0,1.0,4.0,5.0,6.0,0.0,No,0.0,0.97,0.92,0.0,No,No,No,Yes,No,No
1510849,11.0,8.0,0.0,0.0,20.0,20.0,3.0,8.0,19.0,21.0,0.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
2115059,9.0,2.0,0.0,12.0,24.0,40.0,2.0,8.0,16.0,28.0,0.0,No,0.0,0.93,0.95,0.0,No,No,No,Yes,No,No
1583394,58.0,2.0,55.0,221.0,392.0,598.0,74.0,227.0,427.0,623.0,71.0,No,0.0,0.99,0.94,0.0,No,No,No,Yes,No,No
1784791,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1172597,0.0,5.0,0.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.64,0.67,0.0,Yes,No,No,Yes,No,No
2111165,3724.0,12.0,954.0,4928.0,4928.0,4928.0,1084.0,3491.0,7702.0,13480.0,66.0,No,0.0,0.77,0.74,0.0,No,No,No,No,No,No
2239744,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,Yes,Yes,No,No
1775813,434.0,2.0,0.0,750.0,1000.0,1250.0,128.0,378.0,712.0,1006.0,110.0,No,0.0,1.0,0.6,0.0,No,No,No,Yes,No,No
1480986,4121.0,9.0,0.0,0.0,0.0,0.0,24.0,133.0,271.0,338.0,0.0,No,0.0,0.91,0.77,0.0,No,No,No,Yes,No,No
1164755,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1954961,11.0,,0.0,0.0,0.0,0.0,1.0,4.0,9.0,15.0,5.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
3039559,9.0,8.0,0.0,37.0,37.0,55.0,9.0,20.0,37.0,52.0,5.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
2896812,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.98,0.99,0.0,No,No,Yes,Yes,No,No
1570265,15.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,11.0,0.0,No,0.0,-99.0,0.99,0.0,No,No,No,Yes,No,No
1761083,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
1415592,141.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,3.0,No,0.0,0.75,0.84,0.0,No,No,No,Yes,No,No
2995702,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.97,0.98,0.0,Yes,No,No,Yes,No,No
3194652,4.0,3.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,3.0,0.0,No,0.0,0.93,0.78,0.0,No,No,No,Yes,No,No
2269577,1086.0,,245.0,0.0,0.0,0.0,986.0,3299.0,6437.0,9897.0,1794.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
1875304,2.0,8.0,5.0,2.0,6.0,12.0,0.0,5.0,5.0,5.0,1.0,No,0.0,0.61,0.58,0.0,No,No,No,Yes,No,No
1869459,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.68,0.66,0.0,No,No,Yes,Yes,No,No
3109748,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
1989493,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.86,0.84,0.0,No,No,No,Yes,No,No
2987536,238.0,9.0,8.0,200.0,400.0,640.0,59.0,215.0,489.0,743.0,82.0,No,0.0,0.95,0.89,0.0,No,No,No,Yes,No,No
3224885,8.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
2007044,22.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.93,0.89,0.0,No,No,No,Yes,No,No
1311064,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.99,0.0,No,No,Yes,Yes,No,No
1732930,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.91,0.93,0.0,No,No,No,Yes,No,No
2296388,8.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,No,0.0,0.73,0.76,0.0,Yes,No,No,Yes,No,No
1894788,20.0,8.0,0.0,24.0,56.0,76.0,7.0,23.0,47.0,86.0,0.0,No,0.0,0.66,0.69,0.0,No,No,No,Yes,No,No
1425105,112.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.92,0.92,0.0,No,No,No,Yes,No,No
2162300,290.0,12.0,0.0,0.0,0.0,0.0,2.0,6.0,19.0,20.0,12.0,No,0.0,0.68,0.59,0.0,No,No,No,Yes,No,No
1925969,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.97,0.0,No,No,No,Yes,No,No
3205573,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.84,0.82,0.0,No,No,Yes,Yes,No,No
2311788,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.76,0.0,No,No,No,Yes,No,No
3126898,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1988337,7.0,8.0,5.0,1.0,1.0,6.0,1.0,3.0,8.0,18.0,0.0,No,0.0,0.85,0.78,0.0,No,No,No,Yes,No,No
1854687,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.97,0.94,0.0,No,No,No,Yes,No,No
1934686,225.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2847939,3.0,8.0,0.0,24.0,36.0,48.0,7.0,15.0,21.0,33.0,1.0,No,0.0,0.55,0.4,0.0,No,No,No,Yes,No,No
1573736,23.0,8.0,0.0,11.0,33.0,55.0,8.0,33.0,69.0,92.0,0.0,No,0.0,1.0,0.92,0.0,No,No,No,Yes,No,No
1135695,27.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,No,0.0,0.98,0.98,0.0,Yes,No,No,Yes,No,No
2942783,134.0,8.0,0.0,7.0,7.0,7.0,2.0,12.0,30.0,46.0,9.0,No,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No
3009344,15.0,8.0,0.0,26.0,26.0,26.0,0.0,1.0,1.0,2.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,No,No,No,No
1606214,1.0,8.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.51,0.53,0.0,Yes,No,No,Yes,No,No
1963104,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.76,0.78,0.0,No,No,No,Yes,No,No
2825250,2052.0,4.0,17.0,0.0,0.0,0.0,31.0,59.0,131.0,226.0,40.0,No,0.0,0.98,0.96,0.0,No,No,No,Yes,No,No
2963411,6.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1882697,15.0,8.0,0.0,8.0,8.0,14.0,0.0,1.0,7.0,15.0,1.0,No,0.0,0.91,0.81,0.0,No,No,No,Yes,No,No
3169856,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
2027959,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,1.0,1.0,0.0,No,No,Yes,Yes,No,No
1914866,60.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2834408,83.0,14.0,15.0,47.0,47.0,95.0,15.0,46.0,126.0,192.0,19.0,No,0.0,0.65,0.71,0.0,No,No,No,Yes,No,No
1807234,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,22.0,1.0,No,0.0,0.31,0.37,0.0,Yes,No,No,Yes,No,No
1859285,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2917257,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.91,0.95,0.0,Yes,No,No,Yes,No,No
1318848,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,No,0.0,0.95,0.94,0.0,No,No,No,Yes,No,No
1923269,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1315045,475.0,,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1395244,332.0,8.0,257.0,600.0,900.0,1050.0,129.0,396.0,730.0,1257.0,242.0,No,0.0,0.99,0.99,1.0,No,No,No,Yes,No,No
1842074,2880.0,8.0,960.0,2340.0,6840.0,9720.0,782.0,2921.0,6623.0,10894.0,1106.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
2819241,152.0,2.0,13.0,135.0,270.0,405.0,39.0,115.0,177.0,204.0,63.0,No,0.0,0.9,0.89,0.0,Yes,No,No,Yes,No,No
1377409,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1925760,57.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,14.0,0.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
2282806,240.0,16.0,11.0,1008.0,1008.0,1008.0,46.0,125.0,269.0,410.0,74.0,No,0.0,0.63,0.58,0.0,No,No,No,Yes,No,No
2851707,10.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
2110562,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
2305824,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1988895,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,No,No,No,Yes,No,No
2985999,1.0,2.0,1.0,8.0,16.0,22.0,4.0,10.0,36.0,39.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1586204,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.9,0.0,No,No,No,Yes,No,No
1760304,17.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,13.0,0.0,No,0.0,0.82,0.92,0.0,No,No,No,Yes,No,No
1577870,183.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1847085,47.0,2.0,7.0,21.0,56.0,84.0,9.0,28.0,78.0,132.0,12.0,No,0.0,0.97,0.94,0.0,No,No,No,Yes,No,No
2252162,6643.0,8.0,24.0,0.0,0.0,0.0,20.0,60.0,279.0,353.0,39.0,No,0.0,0.93,0.95,0.0,Yes,No,No,Yes,No,No
3262907,100.0,0.0,0.0,40.0,46.0,46.0,7.0,17.0,31.0,48.0,3.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
1556373,3.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.93,0.93,0.0,Yes,No,No,Yes,No,No
2852001,1361.0,2.0,857.0,4690.0,8820.0,13090.0,1521.0,4949.0,9977.0,15617.0,839.0,No,0.0,0.73,0.7,0.0,No,No,No,Yes,No,No
1985479,20.0,4.0,2.0,3.0,13.0,14.0,1.0,10.0,15.0,24.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1254928,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.93,0.88,0.0,No,No,No,Yes,No,No
2082521,149.0,8.0,14.0,120.0,280.0,440.0,49.0,190.0,394.0,611.0,98.0,No,0.0,0.93,0.95,0.0,No,No,No,Yes,No,No
2142296,1.0,8.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
1182866,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.69,0.68,0.0,No,No,No,Yes,No,No
1476808,42.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
3169293,5.0,4.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0,10.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
3155644,3.0,8.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,No,0.0,0.87,0.88,0.0,No,No,No,Yes,No,No
1817997,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No
1815923,30.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1600063,25.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,12.0,No,0.0,0.93,0.95,0.0,Yes,No,Yes,No,No,No
1192473,215.0,2.0,160.0,160.0,480.0,640.0,30.0,214.0,353.0,499.0,89.0,No,0.0,0.94,0.93,0.0,No,No,No,Yes,No,No
3268264,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.91,0.94,0.0,Yes,No,No,Yes,No,No
1937970,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.85,0.74,0.0,No,No,Yes,No,No,No
1596147,278.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,No,0.0,0.79,0.83,0.0,Yes,No,No,Yes,No,No
3100961,355.0,8.0,20.0,120.0,240.0,360.0,30.0,110.0,209.0,347.0,86.0,No,0.0,0.89,0.93,0.0,No,No,Yes,Yes,No,No
2226968,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
2061111,0.0,4.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
2175808,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.7,0.0,No,No,Yes,Yes,No,No
1469902,3.0,2.0,0.0,3.0,12.0,18.0,2.0,4.0,8.0,17.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,Yes
3159614,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
1945111,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1971543,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.98,0.0,No,No,No,Yes,No,No
1874993,612.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,54.0,3.0,No,0.0,0.99,0.91,0.0,No,No,No,Yes,No,No
3171816,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.5,0.46,0.0,Yes,No,No,Yes,No,No
1899123,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1792675,183.0,8.0,0.0,0.0,34.0,91.0,19.0,117.0,270.0,348.0,31.0,No,0.0,0.84,0.85,0.0,No,No,Yes,Yes,No,No
2995067,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1580012,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.83,0.0,No,No,No,Yes,No,No
3082651,170.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,No,0.0,0.88,0.94,0.0,No,No,No,Yes,No,No
2251392,106.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,No,0.0,0.68,0.78,0.0,Yes,No,No,Yes,No,No
1272824,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
3010253,811.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,20.0,2.0,No,0.0,0.38,0.25,0.0,Yes,No,No,Yes,No,No
2201488,109.0,12.0,7.0,75.0,75.0,150.0,17.0,43.0,88.0,125.0,23.0,No,0.0,0.98,0.95,0.0,No,No,No,Yes,No,No
1647219,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.82,0.0,No,No,No,Yes,No,No
1384912,1595.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,12.0,25.0,75.0,No,0.0,0.72,0.72,0.0,Yes,No,No,Yes,No,No
1817358,96.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
3004942,48.0,8.0,15.0,0.0,22.0,55.0,13.0,33.0,58.0,110.0,12.0,No,0.0,0.79,0.87,0.0,No,No,No,Yes,No,No
2813373,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
1273857,0.0,2.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.81,0.83,0.0,Yes,No,Yes,Yes,No,No
1975721,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.43,0.45,0.0,Yes,No,No,Yes,No,No
2091808,3021.0,,25.0,0.0,0.0,0.0,13.0,75.0,198.0,276.0,66.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2187788,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.93,0.0,Yes,No,Yes,Yes,No,No
2888328,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1461972,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.17,0.0,No,No,No,Yes,No,No
3284404,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
3063893,13.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,1.0,1.0,0.0,Yes,No,Yes,Yes,No,No
1403198,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.43,0.45,0.0,No,No,No,Yes,No,No
2181526,79.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1204707,439.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.85,0.83,0.0,No,No,No,Yes,No,No
1858120,2.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0,No,0.0,0.28,0.28,0.0,No,No,Yes,Yes,No,No
1372279,471.0,2.0,56.0,361.0,714.0,784.0,84.0,329.0,729.0,1027.0,84.0,No,0.0,0.79,0.83,0.0,No,No,No,Yes,No,No
3081117,147.0,8.0,700.0,0.0,0.0,0.0,2.0,328.0,369.0,405.0,29.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1295001,8.0,4.0,0.0,0.0,0.0,0.0,5.0,7.0,10.0,14.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
3131905,0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
3218064,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,No
1291643,1400.0,8.0,0.0,0.0,500.0,500.0,0.0,10.0,20.0,21.0,3.0,No,0.0,0.86,0.9,0.0,No,No,No,Yes,No,No
1903245,343.0,8.0,5.0,0.0,0.0,0.0,11.0,33.0,64.0,96.0,9.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
1823444,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.46,0.61,0.0,No,No,No,Yes,No,No
1743306,2.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,0.0,No,0.0,0.69,0.79,0.0,Yes,No,No,Yes,No,No
2992327,1.0,2.0,0.0,3.0,4.0,6.0,1.0,2.0,4.0,9.0,1.0,No,0.0,0.85,0.92,0.0,No,No,No,Yes,No,No
2224847,33.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,11.0,0.0,No,0.0,0.0,0.17,0.0,Yes,No,No,Yes,No,No
1241795,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2881836,226.0,12.0,2.0,0.0,0.0,100.0,17.0,42.0,122.0,225.0,18.0,No,0.0,0.92,0.9,0.0,No,No,No,Yes,No,No
1350903,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.96,0.0,No,No,No,Yes,No,No
1173788,3.0,8.0,0.0,22.0,27.0,37.0,6.0,14.0,28.0,36.0,0.0,No,0.0,0.82,0.9,0.0,No,No,No,Yes,No,No
2840054,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1770410,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.93,0.93,0.0,No,No,No,Yes,No,No
2101034,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.7,0.0,No,No,No,Yes,No,No
1237272,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.62,0.73,0.0,No,No,No,Yes,No,No
2221996,0.0,15.0,0.0,42.0,63.0,91.0,19.0,47.0,80.0,105.0,0.0,No,0.0,0.9,0.91,0.0,No,No,No,Yes,No,No
3021418,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1208964,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
2876805,3.0,,0.0,0.0,0.0,0.0,7.0,14.0,24.0,36.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
2109226,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.79,0.67,0.0,Yes,No,No,Yes,No,No
1939887,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.63,0.72,0.0,Yes,No,No,Yes,No,No
1782099,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.95,0.84,0.0,No,No,No,Yes,No,No
